iter	MultiQuantile:alpha=0.1,0.5,0.9
122	66.04006735
123	65.77774271
124	65.51518735
125	65.27601467
126	65.01816483
127	64.77888039
128	64.55278629
129	64.33436113
130	64.10831873
131	63.89400971
132	63.66926078
133	63.44721203
134	63.21830963
135	62.99903948
136	62.82882211
137	62.61820169
138	62.40584413
139	62.23345386
140	62.05227469
141	61.84633307
142	61.66479464
143	61.46432364
144	61.30341482
145	61.10872231
146	60.92864515
147	60.77783652
148	60.6100209
149	60.45592709
150	60.30413598
151	60.12745262
152	59.99411332
153	59.85610281
154	59.69879739
155	59.56362196
156	59.43421861
157	59.29547995
158	59.15548074
159	59.03002272
160	58.90146863
161	58.75245663
162	58.62827432
163	58.50210563
164	58.36323802
165	58.25039363
166	58.14665939
167	58.01276754
168	57.87381068
169	57.72701751
170	57.62972364
171	57.54463302
172	57.41932418
173	57.32729285
174	57.21794209
175	57.10334645
176	57.00319315
177	56.90048939
178	56.81381628
179	56.72699256
180	56.65362678
181	56.54563969
182	56.43679567
183	56.35453147
184	56.2868768
185	56.18555766
186	56.08556724
187	56.00599441
188	55.92723212
189	55.85231991
190	55.77497744
191	55.71485746
192	55.64422957
193	55.56428132
194	55.50875896
195	55.43196211
196	55.34945945
197	55.28570485
198	55.23330165
199	55.17585474
200	55.09296027
201	55.03677046
202	54.99025873
203	54.93745561
204	54.87156954
205	54.80829326
206	54.76735299
207	54.69430849
208	54.62026496
209	54.5565674
210	54.5054164
211	54.4461686
212	54.38278689
213	54.32622228
214	54.28119616
215	54.21745279
216	54.15172606
217	54.09822037
218	54.07076884
219	54.02058666
220	53.96273594
221	53.90298727
222	53.85542949
223	53.79839808
224	53.75633763
225	53.71519297
226	53.67166367
227	53.63412003
228	53.58169877
229	53.51494246
230	53.4612963
231	53.4307721
232	53.3820759
233	53.35825307
234	53.33178913
235	53.30089249
236	53.26794286
237	53.23396952
238	53.182739
239	53.14667642
240	53.12007341
241	53.08337117
242	53.05678235
243	53.01758614
244	52.99404846
245	52.95241634
246	52.91905845
247	52.89269923
248	52.86618805
249	52.82517996
250	52.79380253
251	52.74316698
252	52.7060611
253	52.642418
254	52.61595557
255	52.58484006
256	52.55433489
257	52.50999898
258	52.48538208
259	52.44708775
260	52.4115197
261	52.3768556
262	52.35595645
263	52.32137673
264	52.28320214
265	52.24917234
266	52.21712372
267	52.17732343
268	52.15262703
269	52.10444301
270	52.07779318
271	52.03092728
272	51.97625962
273	51.95629554
274	51.91805446
275	51.88629786
276	51.87142864
277	51.85841646
278	51.80275996
279	51.7793033
280	51.76230129
281	51.70712301
282	51.66817224
283	51.64216233
284	51.6050264
285	51.57504424
286	51.54978236
287	51.47075238
288	51.42857827
289	51.37909499
290	51.33217338
291	51.29309627
292	51.27766885
293	51.23214984
294	51.19795416
295	51.169461
296	51.13973804
297	51.10331889
298	51.08260417
299	51.06588222
300	51.02262404
301	51.00575854
302	50.97299598
303	50.9403786
304	50.92475027
305	50.90883151
306	50.86051673
307	50.81990955
308	50.78294073
309	50.7512869
310	50.73564602
311	50.71511863
312	50.70015898
313	50.67255017
314	50.6344972
315	50.59877828
316	50.58319118
317	50.56379661
318	50.51423311
319	50.49695406
320	50.48224529
321	50.43689495
322	50.40151732
323	50.38587805
324	50.36350072
325	50.34602289
326	50.32334392
327	50.28820075
328	50.26044009
329	50.23441231
330	50.21822853
331	50.20688131
332	50.17992468
333	50.16531267
334	50.11868729
335	50.08378582
336	50.05435354
337	50.02971342
338	50.00726216
339	49.97555749
340	49.95539705
341	49.93019076
342	49.8872867
343	49.86143312
344	49.83592904
345	49.82519132
346	49.79119461
347	49.75574923
348	49.72156783
349	49.68152888
350	49.64769601
351	49.62865875
352	49.61739924
353	49.60765933
354	49.57019754
355	49.55860272
356	49.53906066
357	49.5160165
358	49.48958444
359	49.45101551
360	49.44124428
361	49.42164568
362	49.40462822
363	49.38386193
364	49.35601847
365	49.3373545
366	49.30196987
367	49.29135878
368	49.28168576
369	49.24606712
370	49.2364836
371	49.22987681
372	49.1850137
373	49.17385192
374	49.1609664
375	49.1282055
376	49.1019913
377	49.07159287
378	49.05797171
379	49.04906453
380	49.02848485
381	49.00750992
382	48.99368536
383	48.96859712
384	48.96067544
385	48.92728941
386	48.90083862
387	48.86768174
388	48.85807088
389	48.83305134
390	48.82281439
391	48.80135864
392	48.7833116
393	48.74891778
394	48.72575866
395	48.6767783
396	48.66554712
397	48.65757147
398	48.64172107
399	48.61787046
400	48.58896885
401	48.5559783
402	48.52111464
403	48.5043824
404	48.4933145
405	48.46923057
406	48.44277352
407	48.42357641
408	48.39789867
409	48.39034849
410	48.37873041
411	48.36414169
412	48.34123074
413	48.33322158
414	48.30376236
415	48.28369766
416	48.27237359
417	48.26345014
418	48.24466831
419	48.22459757
420	48.20243807
421	48.18940485
422	48.17144213
423	48.14891647
424	48.11891108
425	48.11171491
426	48.08776159
427	48.06655159
428	48.03390726
429	48.02473365
430	48.01436971
431	48.00581796
432	47.99883764
433	47.98156562
434	47.94738905
435	47.92497516
436	47.92005907
437	47.90134499
438	47.87123492
439	47.86252746
440	47.84830244
441	47.82424168
442	47.80001395
443	47.79283492
444	47.77831178
445	47.75480656
446	47.73152306
447	47.70653398
448	47.68729576
449	47.67681562
450	47.6662862
451	47.63071405
452	47.61547181
453	47.60161876
454	47.56878884
455	47.56010383
456	47.54091717
457	47.52176023
458	47.49693855
459	47.49156695
460	47.46945794
461	47.442289
462	47.42048697
463	47.38203977
464	47.3706081
465	47.3440832
466	47.31565011
467	47.28928491
468	47.26775549
469	47.26378013
470	47.24128735
471	47.23585193
472	47.21841933
473	47.20251958
474	47.19518247
475	47.16566325
476	47.15795618
477	47.14736724
478	47.14006955
479	47.11466491
480	47.10772566
481	47.09787557
482	47.08365935
483	47.07748818
484	47.06436228
485	47.05565211
486	47.03122798
487	47.01150044
488	46.98189308
489	46.94941438
490	46.9410592
491	46.92558747
492	46.89502468
493	46.88449754
494	46.85467598
495	46.83182997
496	46.8061879
497	46.77497605
498	46.75754004
499	46.72943388
500	46.71047084
501	46.69190678
502	46.67633431
503	46.65734787
504	46.64218984
505	46.62249095
506	46.60254139
507	46.56656335
508	46.5528445
509	46.53618351
510	46.52769991
511	46.51609706
512	46.50493612
513	46.49131007
514	46.48381539
515	46.46446442
516	46.45839132
517	46.44930854
518	46.42692061
519	46.41214846
520	46.38598478
521	46.37621427
522	46.34169488
523	46.32643394
524	46.30552508
525	46.28408701
526	46.27474508
527	46.26976441
528	46.24489646
529	46.22534516
530	46.19935659
531	46.1864733
532	46.17224341
533	46.15712962
534	46.1423627
535	46.13398088
536	46.11790992
537	46.09377762
538	46.07467616
539	46.05834154
540	46.02990186
541	46.02488329
542	46.0051111
543	46.00152063
544	45.98988847
545	45.97144158
546	45.94770168
547	45.93621239
548	45.91215486
549	45.88613875
550	45.87936109
551	45.86745731
552	45.82917957
553	45.81750927
554	45.80185842
555	45.79274639
556	45.78311349
557	45.76835888
558	45.76228748
559	45.75336592
560	45.7322857
561	45.71527292
562	45.70532877
563	45.68796815
564	45.67685538
565	45.66531386
566	45.64363622
567	45.61618912
568	45.59053183
569	45.56793289
570	45.56401784
571	45.54892536
572	45.54444723
573	45.52813112
574	45.51040961
575	45.49542262
576	45.48576137
577	45.48114704
578	45.46680064
579	45.45088626
580	45.43358372
581	45.41983582
582	45.40799955
583	45.39272109
584	45.37604709
585	45.35867569
586	45.34957632
587	45.32748
588	45.31896605
589	45.31353167
590	45.29810126
591	45.27775503
592	45.27155505
593	45.25522118
594	45.25056595
595	45.22550514
596	45.20835511
597	45.20584687
598	45.19014441
599	45.16921151
600	45.15696923
601	45.15011074
602	45.14164739
603	45.11951599
604	45.10646352
605	45.10248434
606	45.08711823
607	45.06636902
608	45.04966431
609	45.03198844
610	45.0200111
611	44.99996741
612	44.98378824
613	44.96797234
614	44.95533614
615	44.94316498
616	44.93942453
617	44.93379697
618	44.9168839
619	44.89373588
620	44.88058088
621	44.86904905
622	44.86408381
623	44.84376539
624	44.82593859
625	44.80804959
626	44.79062308
627	44.78161524
628	44.77232767
629	44.76319305
630	44.75807449
631	44.74699581
632	44.74400721
633	44.71268783
634	44.6918204
635	44.68284889
636	44.66075849
637	44.64441086
638	44.64094923
639	44.63148223
640	44.61403046
641	44.60006728
642	44.58235928
643	44.55997432
644	44.55067556
645	44.53409582
646	44.52479124
647	44.5009745
648	44.4877199
649	44.48050074
650	44.46819164
651	44.45730051
652	44.44075548
653	44.42329523
654	44.41103994
655	44.39501449
656	44.38865407
657	44.37244004
658	44.35171859
659	44.34230523
660	44.3360555
661	44.32086218
662	44.31518792
663	44.30019593
664	44.28564667
665	44.28038075
666	44.26193973
667	44.24806878
668	44.23393091
669	44.21788042
670	44.19915294
671	44.17949837
672	44.15707707
673	44.15198525
674	44.14599963
675	44.13464875
676	44.11371375
677	44.08589976
678	44.07819575
679	44.06369059
680	44.0600863
681	44.05659765
682	44.04543326
683	44.04196434
684	44.02666542
685	44.01703548
686	43.99508194
687	43.98847473
688	43.97428808
689	43.95690504
690	43.93856422
691	43.92737506
692	43.9209961
693	43.91614204
694	43.90184045
695	43.88865392
696	43.87463817
697	43.86355394
698	43.85044927
699	43.84500738
700	43.83942113
701	43.83340616
702	43.81812202
703	43.81078585
704	43.79259866
705	43.78023476
706	43.75765204
707	43.75132249
708	43.72767338
709	43.7233154
710	43.71871589
711	43.70234745
712	43.69018254
713	43.66469499
714	43.66168275
715	43.6549548
716	43.64271092
717	43.62737836
718	43.6145875
719	43.60248333
720	43.59544487
721	43.58877001
722	43.56633745
723	43.55391757
724	43.54687613
725	43.52876741
726	43.50849794
727	43.5013512
728	43.48373449
729	43.47864636
730	43.46691385
731	43.44934609
732	43.44051689
733	43.43278859
734	43.42729058
735	43.41373266
736	43.39630919
737	43.38922417
738	43.37006977
739	43.35407084
740	43.3431322
741	43.32113683
742	43.30646505
743	43.29273297
744	43.28341681
745	43.27553036
746	43.25722947
747	43.24911673
748	43.24664604
749	43.24347503
750	43.2403982
751	43.22884814
752	43.21676289
753	43.21192926
754	43.20114862
755	43.18446283
756	43.18034045
757	43.17698947
758	43.1639167
759	43.14630761
760	43.13046137
761	43.11803609
762	43.1011116
763	43.09496129
764	43.08592358
765	43.07974479
766	43.07431104
767	43.05932428
768	43.04598755
769	43.03333539
770	43.02108967
771	43.01674347
772	42.99220442
773	42.97916359
774	42.96365973
775	42.9480983
776	42.9432492
777	42.93389378
778	42.92067667
779	42.91583548
780	42.89715273
781	42.88662015
782	42.87788817
783	42.87425529
784	42.85769665
785	42.84192747
786	42.82534812
787	42.82091664
788	42.80341542
789	42.79845359
790	42.78536759
791	42.76856439
792	42.75611897
793	42.73947593
794	42.72741817
795	42.71725082
796	42.70336901
797	42.69887856
798	42.68125728
799	42.6674941
800	42.6541365
801	42.64706606
802	42.64100075
803	42.62743474
804	42.61227572
805	42.60778061
806	42.59594866
807	42.58605262
808	42.57060124
809	42.55767591
810	42.54865642
811	42.5338624
812	42.52084444
813	42.51578244
814	42.50000074
815	42.48451688
816	42.46944894
817	42.4652968
818	42.44337691
819	42.43824293
820	42.42864289
821	42.41514137
822	42.41157664
823	42.40190915
824	42.3947124
825	42.38410287
826	42.36665888
827	42.35542489
828	42.34910468
829	42.33555323
830	42.32601099
831	42.31127361
832	42.3090432
833	42.29687107
834	42.2851003
835	42.2744082
836	42.25443938
837	42.25157572
838	42.23929531
839	42.2266123
840	42.21199846
841	42.20258991
842	42.19122412
843	42.17978211
844	42.16690601
845	42.16162266
846	42.15467429
847	42.14001504
848	42.12526241
849	42.11267321
850	42.09868728
851	42.08780076
852	42.07148104
853	42.05618628
854	42.05401824
855	42.04159264
856	42.02533715
857	42.01159038
858	41.99581218
859	41.98614638
860	41.98305998
861	41.97392179
862	41.96733289
863	41.95384229
864	41.94542279
865	41.93949639
866	41.92643262
867	41.91317223
868	41.9062277
869	41.89032106
870	41.88320238
871	41.87188838
872	41.86138064
873	41.85142934
874	41.84678138
875	41.8313405
876	41.81913047
877	41.80407959
878	41.79333206
879	41.77914763
880	41.76084686
881	41.75135755
882	41.73851919
883	41.73498607
884	41.72971016
885	41.71973304
886	41.7152715
887	41.70670301
888	41.70112071
889	41.68279383
890	41.67499987
891	41.66913537
892	41.65757725
893	41.64064038
894	41.63622978
895	41.63274393
896	41.6192952
897	41.60903223
898	41.59865811
899	41.58588171
900	41.57234987
901	41.56037876
902	41.54693726
903	41.53389639
904	41.52207807
905	41.51011155
906	41.49555013
907	41.4830493
908	41.47762013
909	41.46946796
910	41.46105804
911	41.4518817
912	41.43746716
913	41.42413585
914	41.41723959
915	41.41407944
916	41.40852453
917	41.39780024
918	41.38510288
919	41.36671144
920	41.36228593
921	41.35291841
922	41.34503449
923	41.33821265
924	41.33095505
925	41.30902117
926	41.30660842
927	41.2968507
928	41.29382465
929	41.27430376
930	41.2650616
931	41.25620916
932	41.24217826
933	41.2233533
934	41.21995793
935	41.2083364
936	41.19677837
937	41.18389154
938	41.17842838
939	41.17366292
940	41.16352898
941	41.15898522
942	41.14969797
943	41.14510158
944	41.13906676
945	41.12464919
946	41.11707448
947	41.10474614
948	41.09267891
949	41.07815958
950	41.07248401
951	41.06257075
952	41.0511566
953	41.04522239
954	41.03807937
955	41.02726021
956	41.01939647
957	41.0117388
958	40.99978036
959	40.98777469
960	40.97584373
961	40.97036981
962	40.95893642
963	40.94948421
964	40.93961444
965	40.93497341
966	40.92540558
967	40.91795713
968	40.91458215
969	40.9028933
970	40.88235391
971	40.87815835
972	40.87146815
973	40.85611546
974	40.84317726
975	40.83654665
976	40.8284767
977	40.81670284
978	40.80305767
979	40.79668657
980	40.79095003
981	40.78106181
982	40.77158815
983	40.76244495
984	40.75022403
985	40.73702857
986	40.72986645
987	40.71614573
988	40.70803187
989	40.69438422
990	40.69275925
991	40.68148564
992	40.67253177
993	40.66429428
994	40.65290825
995	40.6426656
996	40.63362524
997	40.62975734
998	40.62310932
999	40.61651463
1000	40.60775315
1001	40.59402014
1002	40.5882971
1003	40.58387739
1004	40.577311
1005	40.5727099
1006	40.5618208
1007	40.55019807
1008	40.5441686
1009	40.5352592
1010	40.53129256
1011	40.52306979
1012	40.52019036
1013	40.51715616
1014	40.50848011
1015	40.50380628
1016	40.4943017
1017	40.48758802
1018	40.48541461
1019	40.47743192
1020	40.47435464
1021	40.45969007
1022	40.43863278
1023	40.42712041
1024	40.41807837
1025	40.41022479
1026	40.40234704
1027	40.38264932
1028	40.36856684
1029	40.36066907
1030	40.35508914
1031	40.33556686
1032	40.3262715
1033	40.3123522
1034	40.30427952
1035	40.29776651
1036	40.2881914
1037	40.28236316
1038	40.27687477
1039	40.26531583
1040	40.25294811
1041	40.24627437
1042	40.23693714
1043	40.22671651
1044	40.21938627
1045	40.20927349
1046	40.19703423
1047	40.19367121
1048	40.1904594
1049	40.18406996
1050	40.17294284
1051	40.17060918
1052	40.16363992
1053	40.15149978
1054	40.14247778
1055	40.14073838
1056	40.13431466
1057	40.12208253
1058	40.11156246
1059	40.10765621
1060	40.09511672
1061	40.0852285
1062	40.0788784
1063	40.07030257
1064	40.05822715
1065	40.05178602
1066	40.04862812
1067	40.04620496
1068	40.04188594
1069	40.03761909
1070	40.03320407
1071	40.02938928
1072	40.01876139
1073	40.01174018
1074	40.00559692
1075	40.00237065
1076	39.99046604
1077	39.97814858
1078	39.97581072
1079	39.97368574
1080	39.96473481
1081	39.95608674
1082	39.9527179
1083	39.94640132
1084	39.93603833
1085	39.92842848
1086	39.91836637
1087	39.91592058
1088	39.90489571
1089	39.89835647
1090	39.89187373
1091	39.88532843
1092	39.87361974
1093	39.8659912
1094	39.85584657
1095	39.84588416
1096	39.83818347
1097	39.82977771
1098	39.82698212
1099	39.8114614
1100	39.79756256
1101	39.7920968
1102	39.7891158
1103	39.77864585
1104	39.76607472
1105	39.76109931
1106	39.75439138
1107	39.75113434
1108	39.74555505
1109	39.74085229
1110	39.73486607
1111	39.72829713
1112	39.72174713
1113	39.71452143
1114	39.70758762
1115	39.69576523
1116	39.68533522
1117	39.68077801
1118	39.67634237
1119	39.66470899
1120	39.65999295
1121	39.65463522
1122	39.65209353
1123	39.64605649
1124	39.64382561
1125	39.64156405
1126	39.63843244
1127	39.6320202
1128	39.62171157
1129	39.61246579
1130	39.60323571
1131	39.59694028
1132	39.59373732
1133	39.58672532
1134	39.5753845
1135	39.57063014
1136	39.55512535
1137	39.54476883
1138	39.54220838
1139	39.52568557
1140	39.51737195
1141	39.50793747
1142	39.49957233
1143	39.49083345
1144	39.48462734
1145	39.47940818
1146	39.47728065
1147	39.47130828
1148	39.46724047
1149	39.46174519
1150	39.4553166
1151	39.44952474
1152	39.44428901
1153	39.44082391
1154	39.43144328
1155	39.42715726
1156	39.41736216
1157	39.41598024
1158	39.405006
1159	39.39978809
1160	39.38902471
1161	39.37987158
1162	39.36933717
1163	39.36327396
1164	39.35472534
1165	39.34504411
1166	39.33545923
1167	39.33368279
1168	39.32421918
1169	39.32018402
1170	39.31527986
1171	39.30887837
1172	39.30009204
1173	39.29740988
1174	39.29568529
1175	39.2902381
1176	39.28439308
1177	39.27659058
1178	39.26989344
1179	39.25928133
1180	39.24778329
1181	39.24581103
1182	39.24207025
1183	39.23029224
1184	39.22420388
1185	39.22135924
1186	39.21395057
1187	39.20327065
1188	39.19483096
1189	39.19080073
1190	39.185217
1191	39.18155015
1192	39.17188378
1193	39.16396126
1194	39.15189681
1195	39.14661984
1196	39.14013402
1197	39.13308586
1198	39.12840339
1199	39.11927495
1200	39.10973901
1201	39.10469988
1202	39.10049996
1203	39.09549637
1204	39.09194599
1205	39.08394758
1206	39.07746502
1207	39.0705047
1208	39.06736926
1209	39.06004078
1210	39.05487506
1211	39.04623551
1212	39.03640358
1213	39.03448936
1214	39.02548567
1215	39.01669475
1216	39.01044535
1217	39.00706516
1218	39.0004637
1219	38.99869628
1220	38.99572263
1221	38.98693426
1222	38.97844815
1223	38.97570202
1224	38.96495993
1225	38.95881173
1226	38.95213512
1227	38.94452556
1228	38.9364596
1229	38.92625099
1230	38.91578384
1231	38.90880447
1232	38.90144213
1233	38.89215639
1234	38.8826294
1235	38.87697963
1236	38.86788499
1237	38.86023946
1238	38.85314744
1239	38.84552812
1240	38.83541498
1241	38.82730926
1242	38.82364486
1243	38.82205185
1244	38.81332003
1245	38.80752844
1246	38.80234731
1247	38.78706176
1248	38.78111535
1249	38.77176866
1250	38.76406232
1251	38.75382557
1252	38.74646517
1253	38.73966609
1254	38.73277883
1255	38.71920244
1256	38.70904473
1257	38.7038209
1258	38.69170946
1259	38.68449833
1260	38.67947916
1261	38.67080948
1262	38.66252834
1263	38.6515523
1264	38.64615568
1265	38.63425097
1266	38.62211357
1267	38.62029768
1268	38.61591653
1269	38.61042308
1270	38.6012496
1271	38.59603024
1272	38.58996079
1273	38.58321713
1274	38.57591195
1275	38.56898258
1276	38.56173227
1277	38.55266752
1278	38.54560341
1279	38.53973988
1280	38.53042894
1281	38.52130316
1282	38.5141586
1283	38.5034543
1284	38.49572412
1285	38.48914388
1286	38.48210258
1287	38.47293459
1288	38.4704204
1289	38.45984694
1290	38.45088765
1291	38.44292298
1292	38.43615636
1293	38.42989179
1294	38.42293687
1295	38.4105258
1296	38.40366
1297	38.39819955
1298	38.39195699
1299	38.37809619
1300	38.37081967
1301	38.36451021
1302	38.35924993
1303	38.3573181
1304	38.35472536
1305	38.35190143
1306	38.348671
1307	38.34778841
1308	38.3379143
1309	38.3315854
1310	38.32924612
1311	38.32021251
1312	38.31278747
1313	38.3045881
1314	38.29961993
1315	38.29334983
1316	38.28642697
1317	38.27896572
1318	38.27405899
1319	38.26689378
1320	38.26253228
1321	38.25803194
1322	38.25481176
1323	38.24844237
1324	38.24747933
1325	38.2464757
1326	38.24067392
1327	38.23188746
1328	38.21692263
1329	38.20789475
1330	38.2014823
1331	38.19507984
1332	38.1884124
1333	38.17988554
1334	38.17631321
1335	38.17283741
1336	38.16950178
1337	38.16225942
1338	38.15279437
1339	38.15120569
1340	38.14319912
1341	38.13247331
1342	38.12578839
1343	38.11625795
1344	38.11099062
1345	38.10400872
1346	38.09870356
1347	38.09279512
1348	38.08861283
1349	38.07902366
1350	38.07647381
1351	38.06708677
1352	38.06047105
1353	38.0590034
1354	38.05243203
1355	38.04036404
1356	38.03365978
1357	38.0314195
1358	38.02642434
1359	38.02018297
1360	38.01570318
1361	38.01312268
1362	38.00696583
1363	38.00088063
1364	37.99318561
1365	37.98560428
1366	37.98064984
1367	37.97889978
1368	37.97264017
1369	37.96836544
1370	37.96123958
1371	37.95519047
1372	37.94755821
1373	37.94535794
1374	37.93927843
1375	37.92896768
1376	37.92128288
1377	37.91299381
1378	37.90582703
1379	37.90010745
1380	37.89375362
1381	37.88921044
1382	37.88406958
1383	37.87748818
1384	37.87073132
1385	37.86683295
1386	37.8600863
1387	37.85573281
1388	37.84687702
1389	37.83668203
1390	37.83237415
1391	37.83008213
1392	37.8274645
1393	37.82083198
1394	37.80821239
1395	37.80515207
1396	37.7969169
1397	37.790033
1398	37.78750322
1399	37.7865123
1400	37.77913911
1401	37.77700437
1402	37.77067658
1403	37.7647367
1404	37.75951651
1405	37.75578627
1406	37.74826167
1407	37.73923636
1408	37.73565847
1409	37.72450187
1410	37.72238219
1411	37.71372285
1412	37.70330551
1413	37.69410985
1414	37.6859968
1415	37.67913085
1416	37.67353359
1417	37.66864728
1418	37.66414352
1419	37.65976655
1420	37.64925768
1421	37.64287633
1422	37.63775809
1423	37.62812155
1424	37.6262229
1425	37.62210243
1426	37.61721654
1427	37.61293134
1428	37.60702023
1429	37.60301099
1430	37.59730576
1431	37.5948014
1432	37.58902233
1433	37.58030539
1434	37.57458591
1435	37.57002104
1436	37.56193697
1437	37.55924311
1438	37.55092605
1439	37.54564278
1440	37.54230949
1441	37.53777934
1442	37.5321452
1443	37.52807097
1444	37.52439238
1445	37.52319708
1446	37.52008267
1447	37.5153323
1448	37.50854862
1449	37.50237175
1450	37.49985732
1451	37.49701573
1452	37.48839633
1453	37.48242183
1454	37.48058157
1455	37.47106809
1456	37.46528661
1457	37.46229992
1458	37.45373973
1459	37.44363666
1460	37.43832254
1461	37.4313939
1462	37.42725704
1463	37.42354367
1464	37.41938733
1465	37.41044227
1466	37.40677587
1467	37.40251152
1468	37.39967534
1469	37.39560877
1470	37.38884922
1471	37.38388209
1472	37.37872056
1473	37.37364453
1474	37.36430727
1475	37.36054422
1476	37.35152678
1477	37.34477452
1478	37.34192365
1479	37.33738887
1480	37.32760884
1481	37.31982544
1482	37.3119658
1483	37.30483027
1484	37.3001513
1485	37.29647986
1486	37.29292124
1487	37.29094137
1488	37.28462361
1489	37.27957952
1490	37.27646539
1491	37.27327462
1492	37.26509686
1493	37.25994439
1494	37.25424416
1495	37.25035146
1496	37.24487784
1497	37.23802075
1498	37.23324298
1499	37.22642116
1500	37.22259525
1501	37.21586785
1502	37.20945623
1503	37.19969712
1504	37.19619044
1505	37.18991572
1506	37.18480295
1507	37.183665
1508	37.17374183
1509	37.17177445
1510	37.16999563
1511	37.16753329
1512	37.16464341
1513	37.15937481
1514	37.15096734
1515	37.14528916
1516	37.13816138
1517	37.13156699
1518	37.12603205
1519	37.11860364
1520	37.11174147
1521	37.10880331
1522	37.10605634
1523	37.10158438
1524	37.09809458
1525	37.08836684
1526	37.08767986
1527	37.08444504
1528	37.0790827
1529	37.07642456
1530	37.06884774
1531	37.06631513
1532	37.05832629
1533	37.05181951
1534	37.04358106
1535	37.0377584
1536	37.03227837
1537	37.0268252
1538	37.02022085
1539	37.0183691
1540	37.01156122
1541	37.00682855
1542	36.99674629
1543	36.99213752
1544	36.98593329
1545	36.97845431
1546	36.9713943
1547	36.96805844
1548	36.96578895
1549	36.96147335
1550	36.95673993
1551	36.94838674
1552	36.94723155
1553	36.94121328
1554	36.9373137
1555	36.93322592
1556	36.92496921
1557	36.92060124
1558	36.9188652
1559	36.9107061
1560	36.9049134
1561	36.89972185
1562	36.89583448
1563	36.89091399
1564	36.88718986
1565	36.88055215
1566	36.87138963
1567	36.86555685
1568	36.85949519
1569	36.85455922
1570	36.84954657
1571	36.84440746
1572	36.83833909
1573	36.83086261
1574	36.82548957
1575	36.82114679
1576	36.81866578
1577	36.81716725
1578	36.81437581
1579	36.81159181
1580	36.80380148
1581	36.79788512
1582	36.78733501
1583	36.77900211
1584	36.77342712
1585	36.76844473
1586	36.7620172
1587	36.7578994
1588	36.75188766
1589	36.75051804
1590	36.74130167
1591	36.73263211
1592	36.72775278
1593	36.72368992
1594	36.7159776
1595	36.71448347
1596	36.70749436
1597	36.70206823
1598	36.69522505
1599	36.69272098
1600	36.68631036
1601	36.68427788
1602	36.67718874
1603	36.67229114
1604	36.66646566
1605	36.66484553
1606	36.66204148
1607	36.66071194
1608	36.65280685
1609	36.6470145
1610	36.64350603
1611	36.64007537
1612	36.63612157
1613	36.631315
1614	36.62763377
1615	36.62228998
1616	36.61964263
1617	36.61597269
1618	36.61004792
1619	36.60706118
1620	36.60378685
1621	36.59847506
1622	36.59122358
1623	36.58634384
1624	36.58299962
1625	36.57911287
1626	36.57419509
1627	36.56946742
1628	36.56514848
1629	36.55677814
1630	36.5511358
1631	36.54514664
1632	36.54157813
1633	36.53634618
1634	36.53009668
1635	36.52638599
1636	36.52240554
1637	36.514636
1638	36.50883239
1639	36.50517905
1640	36.50056788
1641	36.49528716
1642	36.4879651
1643	36.48583606
1644	36.47886021
1645	36.47282177
1646	36.46594565
1647	36.4619767
1648	36.45542982
1649	36.45372506
1650	36.44855001
1651	36.43702294
1652	36.43211674
1653	36.42474347
1654	36.42044018
1655	36.41706426
1656	36.40960575
1657	36.40065947
1658	36.39631903
1659	36.39447862
1660	36.39327914
1661	36.38591198
