iter	MultiQuantile:alpha=0.1,0.5,0.9
1662	36.38054546
1663	36.37502822
1664	36.36278938
1665	36.35664273
1666	36.35292423
1667	36.3467167
1668	36.34198368
1669	36.34122931
1670	36.3353895
1671	36.32976958
1672	36.32448241
1673	36.31712151
1674	36.31311544
1675	36.3117277
1676	36.30663149
1677	36.29995625
1678	36.29433341
1679	36.29267795
1680	36.28769911
1681	36.28612721
1682	36.28344658
1683	36.28139699
1684	36.27231952
1685	36.27072682
1686	36.26742357
1687	36.26257795
1688	36.26107216
1689	36.26000049
1690	36.25309397
1691	36.25108489
1692	36.24183477
1693	36.23980919
1694	36.23599486
1695	36.22933312
1696	36.22546371
1697	36.21947357
1698	36.21457048
1699	36.20900671
1700	36.20233257
1701	36.19921047
1702	36.18929085
1703	36.1818508
1704	36.17899372
1705	36.17388623
1706	36.17146808
1707	36.16399193
1708	36.16211366
1709	36.15756855
1710	36.15223445
1711	36.14607203
1712	36.13970028
1713	36.13587578
1714	36.1338589
1715	36.12882938
1716	36.12083506
1717	36.11462818
1718	36.11311471
1719	36.11042078
1720	36.10354494
1721	36.09492581
1722	36.09210581
1723	36.08824682
1724	36.08412814
1725	36.07925857
1726	36.07398807
1727	36.0699428
1728	36.06443791
1729	36.05873014
1730	36.05565134
1731	36.04810099
1732	36.04281611
1733	36.03437219
1734	36.02620308
1735	36.02122244
1736	36.0176296
1737	36.01256462
1738	36.00788225
1739	36.00481046
1740	35.99896585
1741	35.99572509
1742	35.9897467
1743	35.9814729
1744	35.97445447
1745	35.96622586
1746	35.96349008
1747	35.95985021
1748	35.95729386
1749	35.95198786
1750	35.94976318
1751	35.94775695
1752	35.94338127
1753	35.94111628
1754	35.93525681
1755	35.93317444
1756	35.93061795
1757	35.92721805
1758	35.92329748
1759	35.91995122
1760	35.91082979
1761	35.90807382
1762	35.90612887
1763	35.90350238
1764	35.89825508
1765	35.89495333
1766	35.88885337
1767	35.88333279
1768	35.87607872
1769	35.87026421
1770	35.86815106
1771	35.86469326
1772	35.86057364
1773	35.85173119
1774	35.84721235
1775	35.84337174
1776	35.83996085
1777	35.83403879
1778	35.83130024
1779	35.8261128
1780	35.82147231
1781	35.82048125
1782	35.81910618
1783	35.81578923
1784	35.81198038
1785	35.80756444
1786	35.80401442
1787	35.79989403
1788	35.79497238
1789	35.78705864
1790	35.78214625
1791	35.77701561
1792	35.77173142
1793	35.76794549
1794	35.76321865
1795	35.75754002
1796	35.75413854
1797	35.74722728
1798	35.73970692
1799	35.73574956
1800	35.730781
1801	35.7245191
1802	35.72279277
1803	35.71946724
1804	35.71721661
1805	35.71107156
1806	35.70234581
1807	35.6975945
1808	35.69541065
1809	35.689314
1810	35.6853333
1811	35.67902336
1812	35.67547385
1813	35.66939198
1814	35.66737555
1815	35.66565848
1816	35.66313654
1817	35.65853471
1818	35.65463682
1819	35.64997941
1820	35.64806006
1821	35.64452494
1822	35.64286872
1823	35.6412087
1824	35.63836899
1825	35.63678031
1826	35.63013901
1827	35.62534593
1828	35.62091327
1829	35.61461322
1830	35.61184298
1831	35.60896973
1832	35.60709095
1833	35.60046402
1834	35.59475384
1835	35.59146849
1836	35.58892442
1837	35.58523183
1838	35.58383243
1839	35.57906619
1840	35.57185924
1841	35.56862082
1842	35.56435311
1843	35.56356525
1844	35.56164222
1845	35.5593529
1846	35.55680408
1847	35.55338586
1848	35.55101203
1849	35.54687205
1850	35.53973305
1851	35.53389351
1852	35.53126865
1853	35.5302841
1854	35.52676661
1855	35.52342808
1856	35.52119654
1857	35.51848232
1858	35.51189419
1859	35.50758684
1860	35.50498557
1861	35.50082398
1862	35.49222492
1863	35.49062674
1864	35.48461839
1865	35.48044908
1866	35.4753204
1867	35.47137551
1868	35.46807673
1869	35.46243257
1870	35.45615274
1871	35.45220147
1872	35.44966409
1873	35.44757699
1874	35.44361502
1875	35.44069803
1876	35.43613363
1877	35.42999138
1878	35.4266518
1879	35.4216145
1880	35.41940452
1881	35.41560723
1882	35.41454877
1883	35.40938368
1884	35.40601442
1885	35.40249517
1886	35.39941709
1887	35.39549599
1888	35.38929899
1889	35.38675062
1890	35.38424762
1891	35.37819174
1892	35.37465622
1893	35.37041614
1894	35.36806126
1895	35.36377805
1896	35.36095682
1897	35.36034143
1898	35.35304412
1899	35.3474062
1900	35.3410453
1901	35.33789814
1902	35.33046041
1903	35.3270746
1904	35.32455946
1905	35.31632435
1906	35.31282228
1907	35.30827136
1908	35.30507382
1909	35.29925652
1910	35.29863088
1911	35.29407973
1912	35.29126412
1913	35.28582387
1914	35.28297169
1915	35.27836214
1916	35.27356448
1917	35.27080268
1918	35.26918565
1919	35.26412208
1920	35.26035053
1921	35.25820103
1922	35.25768925
1923	35.25480036
1924	35.25070601
1925	35.24481151
1926	35.24227798
1927	35.2404267
1928	35.2306283
1929	35.22793755
1930	35.22295909
1931	35.22061618
1932	35.21655022
1933	35.21412818
1934	35.20994364
1935	35.20580396
1936	35.20166192
1937	35.197662
1938	35.19685234
1939	35.19396761
1940	35.19158119
1941	35.18668387
1942	35.1840101
1943	35.18284047
1944	35.18014681
1945	35.17355986
1946	35.16854141
1947	35.16755051
1948	35.16389497
1949	35.16046047
1950	35.1535533
1951	35.15185756
1952	35.14346788
1953	35.14112248
1954	35.13723967
1955	35.1350091
1956	35.12947374
1957	35.1216754
1958	35.11621218
1959	35.11422381
1960	35.11187469
1961	35.10834628
1962	35.10449225
1963	35.10193548
1964	35.09699992
1965	35.09169903
1966	35.08746058
1967	35.08403521
1968	35.08222565
1969	35.08067142
1970	35.07653518
1971	35.07252696
1972	35.0711506
1973	35.06798803
1974	35.06483768
1975	35.06175095
1976	35.06000874
1977	35.05739128
1978	35.05393018
1979	35.05054598
1980	35.04683974
1981	35.04291626
1982	35.039207
1983	35.03624513
1984	35.03268036
1985	35.03064123
1986	35.02572136
1987	35.02252672
1988	35.01610948
1989	35.01046772
1990	35.00723802
1991	35.00262433
1992	34.997222
1993	34.99263217
1994	34.99095163
1995	34.98661953
1996	34.98267283
1997	34.97796102
1998	34.97344221
1999	34.96923618
