iter	Passed	Remaining
194	19270	178379
195	19370	178286
196	19460	178107
197	19583	178225
198	19679	178103
199	19775	177980
200	19880	177932
201	19972	177774
202	20068	177650
203	20164	177523
204	20276	177539
205	20378	177467
206	20477	177370
207	20567	177199
208	20668	177119
209	20754	176909
210	20858	176853
211	20951	176707
212	21039	176513
213	21145	176479
214	21234	176299
215	21323	176120
216	21428	176071
217	21525	175956
218	21635	175951
219	21733	175844
220	21820	175646
221	21911	175492
222	22016	175438
223	22100	175223
224	22206	175187
225	22304	175081
226	22414	175067
227	22518	175015
228	22614	174890
229	22719	174841
230	22818	174742
231	22928	174729
232	23019	174574
233	23134	174593
234	23217	174381
235	23326	174356
236	23436	174341
237	23550	174352
238	23641	174193
239	23739	174086
240	23848	174064
241	23955	174020
242	24072	174053
243	24204	174190
244	24340	174355
245	24446	174306
246	24544	174197
247	24659	174204
248	24761	174128
249	24867	174075
250	24953	173882
251	25056	173806
252	25170	173807
253	25279	173773
254	25393	173771
255	25517	173837
256	25612	173709
257	25708	173580
258	25847	173745
259	25936	173572
260	26023	173392
261	26126	173309
262	26240	173304
263	26338	173197
264	26448	173163
265	26548	173062
266	26647	172956
267	26749	172872
268	26846	172753
269	26951	172691
270	27050	172587
271	27145	172451
272	27250	172388
273	27376	172452
274	27465	172282
275	27563	172171
276	27686	172214
277	27793	172158
278	27905	172136
279	28032	172199
280	28146	172185
281	28258	172156
282	28384	172209
283	28503	172224
284	28620	172227
285	28746	172279
286	28874	172340
287	28986	172308
288	29101	172291
289	29203	172201
290	29312	172145
291	29413	172048
292	29542	172115
293	29647	172038
294	29766	172039
295	29865	171929
296	30046	172285
297	30159	172252
298	30296	172357
299	30415	172355
300	30516	172248
301	30628	172206
302	30722	172066
303	30823	171960
304	30941	171954
305	31045	171868
306	31152	171795
307	31250	171674
308	31363	171637
309	31466	171545
310	31591	171569
311	31709	171558
312	31818	171495
313	31928	171439
314	32050	171444
315	32166	171419
316	32280	171383
317	32394	171346
318	32499	171257
319	32615	171233
320	32730	171198
321	32841	171142
322	32938	171016
323	33043	170928
324	33166	170932
325	33273	170859
326	33394	170853
327	33488	170708
328	33619	170753
329	33744	170768
330	33861	170740
331	33980	170720
332	34109	170754
333	34222	170700
334	34328	170620
335	34426	170494
336	34536	170426
337	34633	170298
338	34734	170187
339	34839	170099
340	34946	170017
341	35060	169969
342	35161	169862
343	35264	169763
344	35385	169748
345	35500	169705
346	35615	169661
347	35724	169586
348	35851	169599
349	35940	169432
350	36037	169305
351	36148	169239
352	36276	169254
353	36393	169220
354	36488	169080
355	36604	169040
356	36705	168926
357	36826	168909
358	36960	168948
359	37077	168909
360	37189	168845
361	37287	168722
362	37389	168611
363	37500	168545
364	37600	168428
365	37705	168335
366	37807	168228
367	37913	168137
368	38025	168073
369	38141	168028
370	38287	168113
371	38392	168020
372	38492	167901
373	38615	167886
374	38726	167815
375	38817	167659
376	38918	167546
377	38999	167349
378	39108	167270
379	39221	167207
380	39366	167282
381	39489	167261
382	39606	167216
383	39708	167106
384	39816	167022
385	39923	166934
386	40043	166899
387	40160	166851
388	40260	166734
389	40380	166697
390	40477	166568
391	40578	166453
392	40692	166392
393	40798	166299
394	40911	166235
395	41006	166095
396	41104	165971
397	41219	165915
398	41331	165845
399	41437	165750
400	41549	165677
401	41641	165528
402	41743	165418
403	41851	165334
404	41965	165269
405	42053	165108
406	42177	165083
407	42291	165019
408	42404	164953
409	42513	164867
410	42618	164772
411	42720	164662
412	42844	164633
413	42972	164625
414	43053	164434
415	43170	164379
416	43272	164269
417	43405	164275
418	43514	164190
419	43629	164128
420	43767	164153
421	43878	164076
422	44013	164087
423	44127	164021
424	44226	163897
425	44325	163776
426	44431	163678
427	44545	163609
428	44694	163670
429	44809	163608
430	44928	163554
431	45040	163479
432	45156	163418
433	45273	163359
434	45388	163294
435	45499	163214
436	45629	163202
437	45733	163096
438	45815	162912
439	45929	162839
440	46023	162700
441	46121	162572
442	46220	162449
443	46360	162471
444	46470	162385
445	46597	162361
446	46730	162354
447	46819	162196
448	46976	162272
449	47092	162208
450	47203	162123
451	47317	162051
452	47429	161971
453	47542	161895
454	47667	161861
455	47767	161737
456	47871	161632
457	47995	161592
458	48097	161478
459	48209	161398
460	48327	161337
461	48449	161289
462	48562	161210
463	48664	161097
464	48778	161020
465	48916	161025
466	49017	160907
467	49134	160841
468	49234	160720
469	49365	160699
470	49502	160698
471	49628	160660
472	49749	160607
473	49854	160501
474	49971	160434
475	50074	160324
476	50184	160233
477	50302	160168
478	50411	160075
479	50531	160015
480	50650	159955
481	50780	159926
482	50886	159823
483	50999	159743
484	51118	159679
485	51232	159600
486	51330	159471
487	51456	159429
488	51571	159355
489	51673	159239
490	51771	159110
491	51875	159000
492	51964	158844
493	52084	158784
494	52191	158681
495	52294	158569
496	52420	158527
497	52525	158419
498	52620	158281
499	52712	158138
500	52824	158052
501	52919	157916
502	53042	157861
503	53143	157742
504	53279	157727
505	53379	157607
506	53496	157533
507	53592	157402
508	53754	157461
509	53849	157323
510	53950	157205
511	54055	157098
512	54159	156987
513	54259	156867
514	54351	156721
515	54448	156592
516	54572	156538
517	54683	156448
518	54801	156379
519	54912	156290
520	55032	156225
521	55144	156136
522	55247	156025
523	55354	155921
524	55450	155790
525	55551	155669
526	55652	155552
527	55776	155497
528	55883	155396
529	55991	155297
530	56102	155207
531	56229	155159
532	56324	155023
533	56441	154949
534	56536	154816
535	56648	154725
536	56747	154602
537	56865	154529
538	57005	154518
539	57146	154506
540	57243	154376
541	57352	154279
542	57453	154160
543	57575	154100
544	57707	154063
545	57804	153933
546	57889	153771
547	57997	153672
548	58125	153624
549	58243	153552
550	58358	153467
551	58473	153386
552	58569	153254
553	58687	153179
554	58805	153106
555	58926	153038
556	59046	152969
557	59145	152845
558	59253	152744
559	59373	152674
560	59484	152581
561	59591	152477
562	59703	152387
563	59825	152321
564	60013	152424
565	60125	152333
566	60241	152249
567	60344	152137
568	60497	152148
569	60600	152033
570	60725	151972
571	60825	151851
572	60925	151729
573	61022	151598
574	61125	151485
575	61232	151379
576	61350	151301
577	61460	151205
578	61581	151134
579	61703	151066
580	61811	150964
581	61928	150883
582	62055	150828
583	62153	150700
584	62260	150595
585	62368	150492
586	62476	150389
587	62582	150284
588	62702	150210
589	62823	150137
590	62929	150030
591	63047	149951
592	63168	149879
593	63261	149741
594	63370	149639
595	63492	149569
596	63615	149501
597	63751	149464
598	63859	149360
599	63967	149258
600	64082	149169
601	64187	149059
602	64283	148929
603	64386	148813
604	64502	148729
605	64614	148634
606	64710	148504
607	64821	148406
608	64931	148309
609	65033	148192
610	65144	148095
611	65247	147980
612	65340	147842
613	65441	147723
614	65554	147631
615	65670	147544
616	65814	147523
617	65928	147432
618	66089	147446
619	66197	147342
620	66295	147215
621	66405	147116
622	66513	147012
623	66620	146907
624	66733	146814
625	66841	146709
626	66952	146611
627	67083	146558
628	67187	146444
629	67304	146360
630	67418	146268
631	67542	146200
632	67648	146090
633	67781	146039
634	67924	146011
635	68045	145933
636	68166	145856
637	68293	145792
638	68441	145771
639	68586	145746
640	68700	145654
641	68841	145617
642	68963	145541
643	69064	145421
644	69215	145406
645	69333	145320
646	69427	145186
647	69569	145150
648	69701	145094
649	69824	145020
650	69918	144884
651	70034	144794
652	70151	144708
653	70257	144597
654	70366	144493
655	70472	144383
656	70610	144337
657	70729	144252
658	70860	144193
659	70965	144081
660	71071	143970
661	71187	143880
662	71316	143815
663	71429	143719
664	71542	143622
665	71651	143518
666	71775	143444
667	71903	143377
668	72013	143273
669	72134	143193
670	72231	143062
671	72323	142924
672	72442	142839
673	72576	142783
674	72700	142708
675	72802	142589
676	72928	142517
677	73054	142445
678	73162	142339
679	73273	142236
680	73398	142162
681	73531	142103
682	73653	142023
683	73771	141933
684	73894	141856
685	74006	141756
686	74120	141659
687	74235	141564
688	74333	141438
689	74467	141380
690	74581	141284
691	74724	141243
692	74849	141166
693	74954	141052
694	75074	140967
695	75178	140850
696	75286	140744
697	75391	140629
698	75503	140530
699	75615	140428
700	75710	140296
701	75818	140188
702	75946	140116
703	76083	140062
704	76210	139990
705	76364	139964
706	76504	139915
707	76628	139837
708	76736	139727
709	76859	139645
710	76995	139587
711	77116	139501
712	77219	139384
713	77336	139293
714	77467	139223
715	77584	139131
716	77706	139048
717	77827	138961
718	77960	138898
719	78084	138816
720	78215	138748
721	78320	138634
722	78429	138526
723	78528	138401
724	78654	138323
725	78756	138203
726	78857	138082
727	78964	137971
728	79070	137858
729	79183	137758
730	79292	137649
731	79394	137530
732	79524	137458
733	79641	137364
734	79731	137224
735	79839	137115
736	79947	137006
737	80054	136895
738	80149	136764
739	80262	136663
740	80370	136554
741	80459	136413
742	80572	136311
743	80685	136210
744	80837	136176
745	80948	136071
746	81065	135976
747	81182	135882
748	81329	135839
749	81456	135761
750	81594	135701
751	81716	135614
752	81866	135575
753	81972	135461
754	82107	135395
755	82231	135311
756	82338	135200
757	82450	135097
758	82554	134979
759	82675	134892
760	82793	134798
761	82908	134699
762	83013	134583
763	83122	134476
764	83236	134374
765	83336	134252
766	83471	134185
767	83593	134097
768	83698	133982
769	83796	133857
770	83918	133768
771	84043	133685
772	84160	133589
773	84270	133483
774	84387	133385
775	84505	133291
776	84632	133211
777	84747	133112
778	84853	132999
779	84973	132907
780	85073	132783
781	85165	132648
782	85279	132548
783	85394	132448
784	85499	132333
785	85606	132221
786	85720	132120
787	85824	132004
788	85929	131889
789	86039	131782
790	86160	131691
791	86266	131577
792	86373	131466
793	86486	131363
794	86601	131263
795	86727	131180
796	86847	131087
797	86961	130987
798	87077	130888
799	87186	130779
800	87292	130665
801	87394	130547
802	87491	130419
803	87592	130299
804	87713	130208
805	87821	130098
806	87927	129984
807	88041	129882
808	88158	129785
809	88259	129665
810	88381	129575
811	88488	129464
812	88585	129336
813	88698	129233
814	88814	129135
815	88944	129057
816	89051	128945
817	89157	128830
818	89276	128736
819	89394	128640
820	89526	128564
821	89620	128434
822	89722	128315
823	89914	128324
824	90024	128217
825	90133	128107
826	90240	127995
827	90343	127876
828	90453	127769
829	90556	127651
830	90649	127520
831	90775	127435
832	90902	127350
833	91015	127247
834	91119	127130
835	91223	127014
836	91333	126906
837	91447	126803
838	91572	126717
839	91675	126598
840	91768	126467
841	91870	126348
842	91986	126249
843	92089	126132
844	92192	126014
845	92335	125952
846	92445	125843
847	92544	125721
848	92659	125618
849	92770	125512
850	92885	125411
851	92992	125300
852	93097	125184
853	93203	125071
854	93322	124975
855	93438	124875
856	93531	124744
857	93643	124639
858	93746	124521
859	93859	124419
860	93987	124333
861	94092	124219
862	94207	124117
863	94329	124025
864	94433	123909
865	94541	123798
866	94653	123693
867	94750	123568
868	94853	123451
869	94963	123343
870	95088	123254
871	95198	123146
872	95308	123039
873	95423	122936
874	95581	122889
875	95681	122768
876	95769	122633
877	95875	122520
878	95991	122418
879	96100	122310
880	96197	122185
881	96307	122077
882	96412	121962
883	96525	121858
884	96639	121755
885	96764	121665
886	96877	121561
887	96999	121468
888	97110	121360
889	97221	121254
890	97337	121153
891	97445	121041
892	97535	120909
893	97644	120799
894	97746	120681
895	97873	120594
896	97975	120476
897	98089	120372
898	98189	120252
899	98303	120148
900	98439	120071
901	98547	119961
902	98676	119876
903	98793	119776
904	98907	119672
905	99021	119568
906	99121	119448
907	99225	119332
908	99325	119211
909	99433	119101
910	99527	118974
911	99621	118846
912	99727	118733
913	99829	118615
914	99924	118489
915	100045	118394
916	100146	118275
917	100238	118145
918	100351	118041
919	100450	117920
920	100570	117823
921	100696	117733
922	100811	117631
923	100932	117536
924	101037	117422
925	101152	117319
926	101267	117216
927	101363	117091
928	101477	116989
929	101618	116916
930	101712	116789
931	101812	116669
932	101952	116595
933	102060	116484
934	102179	116386
935	102291	116280
936	102392	116160
937	102518	116071
938	102653	115990
939	102776	115896
940	102873	115773
941	102974	115654
942	103078	115540
943	103192	115435
944	103299	115323
945	103415	115222
946	103524	115111
947	103634	115003
948	103735	114884
949	103844	114775
950	103955	114668
951	104072	114567
952	104176	114451
953	104301	114359
954	104424	114266
955	104536	114158
956	104677	114083
957	104815	114005
958	104923	113894
959	105037	113790
960	105144	113678
961	105253	113569
962	105384	113482
963	105476	113354
964	105569	113227
965	105699	113140
966	105793	113014
967	105903	112904
968	106023	112807
969	106134	112699
970	106224	112570
971	106346	112473
972	106456	112364
973	106558	112247
974	106689	112160
975	106791	112043
976	106891	111923
977	106985	111798
978	107096	111690
979	107200	111575
980	107304	111461
981	107390	111327
982	107516	111235
983	107664	111165
984	107789	111072
985	107887	110951
986	107987	110831
987	108122	110749
988	108230	110637
989	108341	110530
990	108455	110425
991	108570	110321
992	108669	110201
993	108777	110090
994	108876	109970
995	108989	109865
996	109095	109752
997	109248	109686
998	109374	109593
999	109477	109477
1000	109606	109387
1001	109715	109277
1002	109837	109180
1003	109960	109084
1004	110067	108972
1005	110190	108875
1006	110285	108752
1007	110411	108659
1008	110507	108536
1009	110613	108423
1010	110721	108312
1011	110824	108196
1012	110934	108086
1013	111036	107970
1014	111153	107868
1015	111256	107752
1016	111402	107677
1017	111545	107601
1018	111666	107502
1019	111765	107382
1020	111889	107286
1021	111997	107175
1022	112099	107058
1023	112216	106955
1024	112310	106832
1025	112402	106705
1026	112527	106611
1027	112620	106485
1028	112717	106364
1029	112823	106251
1030	112937	106145
1031	113038	106028
1032	113135	105907
1033	113253	105805
1034	113357	105690
1035	113463	105577
1036	113583	105477
1037	113694	105369
1038	113827	105282
1039	113919	105156
1040	114044	105060
1041	114154	104951
1042	114253	104832
1043	114350	104711
1044	114483	104623
1045	114612	104532
1046	114713	104414
1047	114861	104339
1048	114985	104243
1049	115088	104127
1050	115200	104020
1051	115321	103920
1052	115413	103795
1053	115515	103679
1054	115600	103547
1055	115719	103446
1056	115819	103327
1057	115916	103207
1058	116012	103085
1059	116125	102978
1060	116260	102892
1061	116362	102775
1062	116479	102673
1063	116574	102550
1064	116701	102456
1065	116800	102337
1066	116930	102245
1067	117054	102148
1068	117168	102042
1069	117288	101942
1070	117419	101851
1071	117547	101757
1072	117673	101661
1073	117777	101547
1074	117881	101432
1075	118008	101337
1076	118118	101229
1077	118253	101141
1078	118366	101033
1079	118484	100931
1080	118586	100815
1081	118683	100694
1082	118797	100588
1083	118894	100468
1084	118997	100352
1085	119096	100234
1086	119229	100144
1087	119345	100039
1088	119463	99936
1089	119575	99828
1090	119781	99800
1091	119900	99697
1092	120006	99584
1093	120100	99461
1094	120199	99342
1095	120319	99241
1096	120425	99128
1097	120537	99021
1098	120649	98912
1099	120765	98808
1100	120872	98696
1101	120983	98587
1102	121107	98489
1103	121194	98361
1104	121322	98266
1105	121429	98153
1106	121534	98039
1107	121651	97936
1108	121768	97831
1109	121866	97713
1110	121991	97615
1111	122088	97495
1112	122196	97383
1113	122320	97285
1114	122453	97194
1115	122572	97091
1116	122686	96984
1117	122810	96886
1118	122941	96792
1119	123054	96685
1120	123155	96568
1121	123273	96465
1122	123374	96348
1123	123473	96230
1124	123589	96125
1125	123701	96016
1126	123807	95903
1127	123908	95787
1128	124013	95673
1129	124125	95565
1130	124235	95455
1131	124355	95353
1132	124484	95258
1133	124592	95147
1134	124693	95030
1135	124821	94934
1136	124944	94834
1137	125050	94721
1138	125168	94617
1139	125263	94496
1140	125364	94380
1141	125468	94266
1142	125581	94158
1143	125686	94044
1144	125804	93941
1145	125927	93841
1146	126040	93733
1147	126152	93625
1148	126286	93533
1149	126386	93415
1150	126512	93318
1151	126611	93200
1152	126717	93087
1153	126843	92989
1154	126941	92870
1155	127052	92761
1156	127144	92638
1157	127274	92543
1158	127378	92429
1159	127490	92320
1160	127582	92197
1161	127701	92094
1162	127846	92009
1163	127947	91893
1164	128076	91797
1165	128169	91675
1166	128295	91576
1167	128414	91473
1168	128551	91382
1169	128662	91273
1170	128770	91162
1171	128871	91045
1172	128991	90943
1173	129105	90835
1174	129219	90728
1175	129361	90640
1176	129454	90518
1177	129556	90403
1178	129658	90288
1179	129759	90171
1180	129869	90062
1181	129995	89962
1182	130114	89859
1183	130227	89751
1184	130363	89659
1185	130466	89544
1186	130596	89448
1187	130714	89343
1188	130805	89220
1189	130942	89129
1190	131059	89023
1191	131221	88948
1192	131337	88842
1193	131453	88736
1194	131560	88624
1195	131662	88508
1196	131764	88393
1197	131878	88286
1198	131973	88165
1199	132086	88057
1200	132209	87956
1201	132334	87856
1202	132445	87746
1203	132549	87632
1204	132657	87521
1205	132765	87409
1206	132875	87299
1207	133000	87198
1208	133150	87115
1209	133274	87013
1210	133405	86917
1211	133533	86819
1212	133637	86704
1213	133734	86585
1214	133829	86465
1215	133920	86343
1216	134068	86257
1217	134186	86152
1218	134285	86034
1219	134397	85926
1220	134513	85819
1221	134607	85699
1222	134716	85588
1223	134831	85481
1224	134959	85382
1225	135068	85271
1226	135170	85156
1227	135281	85046
1228	135408	84947
1229	135501	84826
1230	135615	84718
1231	135719	84604
1232	135819	84487
1233	135942	84385
1234	136051	84275
1235	136185	84179
1236	136347	84101
1237	136443	83981
1238	136571	83882
1239	136684	83774
1240	136800	83667
1241	136908	83555
1242	137026	83450
1243	137141	83343
1244	137268	83243
1245	137390	83140
1246	137525	83044
1247	137629	82930
1248	137769	82838
1249	137881	82729
1250	138008	82628
1251	138116	82516
1252	138230	82409
1253	138376	82319
1254	138494	82213
1255	138605	82103
1256	138725	81999
1257	138841	81891
1258	138949	81780
1259	139054	81666
1260	139196	81575
1261	139315	81469
1262	139437	81366
1263	139567	81267
1264	139705	81172
1265	139812	81060
1266	139928	80953
1267	140041	80844
1268	140194	80757
1269	140305	80648
1270	140424	80542
1271	140576	80455
1272	140697	80351
1273	140803	80238
1274	140928	80135
1275	141050	80031
1276	141163	79922
1277	141280	79815
1278	141422	79722
1279	141534	79613
1280	141647	79504
1281	141769	79399
1282	141877	79287
1283	141996	79181
1284	142118	79077
1285	142254	78981
1286	142375	78876
1287	142487	78766
1288	142581	78646
1289	142679	78528
1290	142790	78418
1291	142921	78318
1292	143039	78212
1293	143139	78096
1294	143243	77982
1295	143360	77874
1296	143465	77761
1297	143619	77673
1298	143740	77568
1299	143854	77459
1300	143954	77343
1301	144103	77253
1302	144218	77145
1303	144330	77035
1304	144449	76928
1305	144564	76820
1306	144673	76709
1307	144797	76605
1308	144931	76506
1309	145051	76401
1310	145172	76295
1311	145279	76182
1312	145392	76073
1313	145506	75964
1314	145625	75858
1315	145749	75754
1316	145857	75642
1317	146004	75550
1318	146129	75446
1319	146249	75340
1320	146366	75232
1321	146475	75121
1322	146588	75011
1323	146706	74904
1324	146820	74795
1325	146934	74685
1326	147041	74573
1327	147201	74487
1328	147298	74369
1329	147408	74258
1330	147529	74152
1331	147649	74046
1332	147773	73942
1333	147878	73828
1334	148004	73725
1335	148119	73616
1336	148238	73509
1337	148365	73406
1338	148473	73294
1339	148587	73184
1340	148669	73059
1341	148771	72944
1342	148862	72823
1343	148981	72717
1344	149072	72596
1345	149196	72492
1346	149315	72385
1347	149462	72291
1348	149678	72231
1349	149769	72111
1350	149881	72000
1351	150003	71894
1352	150118	71786
1353	150237	71678
1354	150347	71567
1355	150484	71469
1356	150608	71364
1357	150749	71267
1358	150851	71152
1359	150963	71041
1360	151088	70937
1361	151236	70843
1362	151360	70738
1363	151466	70625
1364	151576	70513
1365	151690	70403
1366	151808	70295
1367	151930	70189
1368	152049	70082
1369	152156	69969
1370	152265	69857
1371	152402	69758
1372	152524	69652
1373	152634	69540
1374	152744	69429
1375	152867	69323
1376	152970	69208
1377	153083	69098
1378	153217	68997
1379	153330	68887
1380	153437	68774
1381	153530	68655
1382	153642	68544
1383	153773	68442
1384	153898	68337
1385	154017	68229
1386	154147	68127
1387	154257	68015
1388	154362	67901
1389	154475	67791
1390	154594	67683
1391	154733	67584
1392	154839	67471
1393	154962	67365
1394	155064	67250
1395	155161	67132
1396	155289	67028
1397	155403	66919
1398	155505	66803
1399	155640	66702
1400	155747	66590
1401	155855	66477
1402	155967	66366
1403	156079	66256
1404	156193	66146
1405	156321	66042
1406	156417	65924
1407	156545	65820
1408	156657	65709
1409	156776	65601
1410	156866	65481
1411	156993	65376
1412	157110	65267
1413	157220	65156
1414	157367	65060
1415	157475	64947
1416	157578	64833
1417	157688	64721
1418	157809	64614
1419	157914	64500
1420	158027	64389
1421	158148	64282
1422	158270	64175
1423	158389	64067
1424	158506	63958
1425	158614	63846
1426	158729	63736
1427	158841	63625
1428	158949	63513
1429	159066	63404
1430	159197	63300
1431	159296	63184
1432	159386	63064
1433	159506	62957
1434	159606	62841
1435	159717	62730
1436	159810	62611
1437	159930	62504
1438	160033	62389
1439	160140	62276
1440	160245	62163
1441	160374	62058
1442	160474	61943
1443	160593	61835
1444	160693	61719
1445	160816	61613
1446	160916	61497
1447	161020	61383
1448	161122	61268
1449	161233	61157
1450	161334	61042
1451	161452	60933
1452	161556	60819
1453	161673	60710
1454	161766	60593
1455	161884	60484
1456	162002	60375
1457	162119	60266
1458	162244	60160
1459	162362	60052
1460	162458	59935
1461	162568	59823
1462	162685	59714
1463	162812	59608
1464	162911	59493
1465	163016	59379
1466	163143	59274
1467	163248	59160
1468	163374	59054
1469	163479	58941
1470	163596	58832
1471	163721	58726
1472	163821	58610
1473	163914	58493
1474	164025	58382
1475	164130	58268
1476	164280	58171
1477	164403	58064
1478	164531	57958
1479	164652	57850
1480	164757	57737
1481	164861	57623
1482	164961	57508
1483	165071	57396
1484	165183	57285
1485	165301	57176
1486	165413	57066
1487	165527	56955
1488	165660	56851
1489	165750	56733
1490	165845	56616
1491	165958	56505
1492	166057	56390
1493	166159	56276
1494	166277	56167
1495	166389	56056
1496	166506	55946
1497	166619	55836
1498	166728	55724
1499	166855	55618
1500	166959	55504
1501	167064	55391
1502	167171	55278
1503	167287	55169
1504	167397	55057
1505	167503	54944
1506	167602	54829
1507	167718	54719
1508	167836	54610
1509	167941	54497
1510	168045	54384
1511	168161	54274
1512	168277	54164
1513	168393	54055
1514	168496	53941
1515	168620	53833
1516	168746	53727
1517	168859	53616
1518	168987	53510
1519	169087	53395
1520	169199	53284
1521	169320	53176
1522	169434	53066
1523	169535	52951
1524	169658	52844
1525	169762	52730
1526	169893	52625
1527	169994	52511
1528	170094	52396
1529	170204	52284
1530	170292	52166
1531	170404	52055
1532	170535	51950
1533	170659	51843
1534	170773	51732
1535	170892	51623
1536	171004	51512
1537	171121	51403
1538	171256	51299
1539	171365	51187
1540	171471	51074
1541	171583	50963
1542	171692	50851
1543	171784	50734
1544	171915	50628
1545	172043	50522
1546	172133	50404
1547	172252	50295
1548	172355	50182
1549	172471	50072
1550	172582	49961
1551	172704	49852
1552	172819	49742
1553	172934	49632
1554	173027	49515
1555	173142	49405
1556	173235	49289
1557	173346	49177
1558	173451	49064
1559	173559	48952
1560	173653	48836
1561	173752	48721
1562	173889	48617
1563	174011	48509
1564	174104	48393
1565	174200	48277
1566	174309	48165
1567	174426	48056
1568	174527	47942
1569	174621	47826
1570	174720	47711
1571	174839	47602
1572	174932	47486
1573	175051	47377
1574	175174	47269
1575	175292	47159
1576	175396	47046
1577	175513	46936
1578	175614	46822
1579	175720	46710
1580	175815	46594
1581	175933	46485
1582	176033	46371
1583	176141	46259
1584	176238	46144
1585	176355	46034
1586	176454	45920
1587	176582	45813
1588	176672	45696
1589	176789	45587
1590	176907	45477
1591	177029	45369
1592	177137	45257
1593	177233	45142
1594	177331	45027
1595	177439	44915
1596	177527	44798
1597	177624	44684
1598	177732	44572
1599	177833	44458
1600	177930	44343
1601	178054	44235
1602	178162	44123
1603	178305	44020
1604	178428	43912
1605	178524	43797
1606	178631	43685
1607	178742	43573
1608	178860	43464
1609	178969	43352
1610	179072	43239
1611	179177	43127
1612	179380	43038
1613	179478	42923
1614	179591	42812
1615	179704	42702
1616	179822	42592
1617	179934	42481
1618	180041	42369
1619	180152	42258
1620	180265	42147
1621	180364	42033
1622	180470	41920
1623	180617	41817
1624	180731	41707
1625	180856	41599
1626	180949	41483
1627	181053	41370
1628	181153	41257
1629	181261	41145
1630	181353	41029
1631	181453	40916
1632	181567	40805
1633	181671	40692
1634	181772	40579
1635	181868	40464
1636	181984	40354
1637	182108	40246
1638	182207	40132
1639	182303	40017
1640	182423	39908
1641	182552	39801
1642	182662	39689
1643	182798	39584
1644	182916	39474
1645	183040	39365
1646	183138	39251
1647	183239	39138
1648	183344	39026
1649	183454	38914
1650	183556	38801
1651	183659	38688
1652	183769	38577
1653	183884	38466
1654	183981	38352
1655	184079	38238
1656	184186	38126
1657	184294	38014
1658	184409	37904
1659	184525	37794
1660	184642	37684
1661	184762	37575
1662	184874	37463
1663	184967	37349
