iter	RMSE
127	9.362186617
128	9.355937808
129	9.350967505
130	9.345174793
131	9.34013728
132	9.333815272
133	9.329017593
134	9.324059266
135	9.319544825
136	9.314128774
137	9.308976795
138	9.303319996
139	9.298066332
140	9.292689965
141	9.288524353
142	9.282678429
143	9.27761552
144	9.271958623
145	9.268570202
146	9.263146975
147	9.257739488
148	9.252871809
149	9.247345139
150	9.241757107
151	9.237085332
152	9.231496608
153	9.226020146
154	9.222291767
155	9.218102544
156	9.212911757
157	9.209295429
158	9.204249374
159	9.201210066
160	9.196156515
161	9.19166484
162	9.186386146
163	9.181648836
164	9.176963552
165	9.172587984
166	9.168928015
167	9.164284537
168	9.160107675
169	9.155035778
170	9.149714515
171	9.14511179
172	9.141808743
173	9.137794934
174	9.134029076
175	9.129688195
176	9.125581404
177	9.121141276
178	9.116224399
179	9.11276778
180	9.108854369
181	9.104170932
182	9.099263213
183	9.096207336
184	9.092627533
185	9.088340079
186	9.084425586
187	9.079516424
188	9.074961605
189	9.07128169
190	9.066936104
191	9.063346233
192	9.059692615
193	9.055745027
194	9.05178211
195	9.048976234
196	9.044375002
197	9.040405452
198	9.037259915
199	9.032886125
200	9.029334577
201	9.025760409
202	9.023086692
203	9.018972912
204	9.016504518
205	9.013641452
206	9.011184527
207	9.007561765
208	9.004035441
209	9.000361638
210	8.996601098
211	8.992691798
212	8.989198108
213	8.985124109
214	8.981698733
215	8.977898905
216	8.973679968
217	8.971163052
218	8.967727445
219	8.964851311
220	8.96194979
221	8.958772729
222	8.955561345
223	8.952349536
224	8.948830833
225	8.946403707
226	8.943391925
227	8.939652003
228	8.936756303
229	8.933800481
230	8.931859748
231	8.928125136
232	8.925403994
233	8.922477771
234	8.919395611
235	8.917167041
236	8.913724979
237	8.910657875
238	8.907516839
239	8.904583623
240	8.902035803
241	8.89999959
242	8.897345804
243	8.894237919
244	8.890737206
245	8.887635718
246	8.884911542
247	8.882089683
248	8.880001888
249	8.876770278
250	8.873280935
251	8.870095299
252	8.867430936
253	8.863924148
254	8.860808674
255	8.857005435
256	8.854623312
257	8.851837462
258	8.84991179
259	8.846328278
260	8.843787589
261	8.84149248
262	8.83859069
263	8.836189759
264	8.834498359
265	8.831353944
266	8.828753208
267	8.826177323
268	8.823509061
269	8.821217587
270	8.819006555
271	8.816455892
272	8.814096582
273	8.811790514
274	8.808165043
275	8.805327799
276	8.80292258
277	8.800093771
278	8.797819245
279	8.795809559
280	8.793114829
281	8.791242795
282	8.787628665
283	8.785327118
284	8.782420067
285	8.779467001
286	8.776398233
287	8.77435601
288	8.771257793
289	8.768979903
290	8.766935149
291	8.764846731
292	8.763203834
293	8.760424193
294	8.75770979
295	8.755886944
296	8.753816969
297	8.751818444
298	8.749622309
299	8.747543069
300	8.744691777
301	8.742088893
302	8.739806809
303	8.737088903
304	8.735153713
305	8.732586212
306	8.731033796
307	8.729182232
308	8.727224543
309	8.725600978
310	8.723042051
311	8.720905894
312	8.718948636
313	8.716389503
314	8.714854988
315	8.712369587
316	8.710248075
317	8.708217412
318	8.705847079
319	8.703128349
320	8.700747811
321	8.698056
322	8.69597141
323	8.693502657
324	8.69058142
325	8.688685868
326	8.686251578
327	8.684103615
328	8.681805707
329	8.679378355
330	8.67695222
331	8.675080232
332	8.67353531
333	8.671327279
334	8.668597223
335	8.667086679
336	8.664897006
337	8.662243503
338	8.660202182
339	8.658060568
340	8.656209505
341	8.654292411
342	8.652488801
343	8.650732628
344	8.649067437
345	8.64654233
346	8.644101423
347	8.641664107
348	8.639799801
349	8.637914442
350	8.636296591
351	8.63430812
352	8.632207902
353	8.630796434
354	8.628740552
355	8.627411467
356	8.625780229
357	8.623952557
358	8.622284861
359	8.620208865
360	8.618011315
361	8.615831375
362	8.614465272
363	8.612808285
364	8.610006198
365	8.608661515
366	8.606563787
367	8.604818386
368	8.603022374
369	8.600610473
370	8.598785251
371	8.596385285
372	8.595153022
373	8.593418182
374	8.591209027
375	8.58969539
376	8.587828389
377	8.586136517
378	8.584195506
379	8.582508903
380	8.580548361
381	8.578829903
382	8.577152216
383	8.575572792
384	8.573807655
385	8.572514295
386	8.570404823
387	8.56923428
388	8.567960347
389	8.565618924
390	8.563903294
391	8.562258961
392	8.560680084
393	8.558304609
394	8.556288642
395	8.554704767
396	8.55253366
397	8.55066414
398	8.548677951
399	8.547036967
400	8.545432537
401	8.543853386
402	8.541372928
403	8.540388102
404	8.538864465
405	8.537442552
406	8.53608433
407	8.534254916
408	8.532718242
409	8.531383518
410	8.529299548
411	8.527939585
412	8.526328896
413	8.52512354
414	8.523800789
415	8.522444756
416	8.520788763
417	8.51913899
418	8.517428038
419	8.515340274
420	8.513651029
421	8.511911834
422	8.510108846
423	8.508431829
424	8.507454965
425	8.506385354
426	8.504595439
427	8.503442423
428	8.502049445
429	8.500925657
430	8.498981215
431	8.49777531
432	8.495770364
433	8.494151948
434	8.492621599
435	8.490813553
436	8.489582229
437	8.487718329
438	8.486230638
439	8.485164531
440	8.483785897
441	8.482814861
442	8.481240056
443	8.479994906
444	8.478566273
445	8.477029326
446	8.475502255
447	8.474085434
448	8.472619484
449	8.471521227
450	8.470055609
451	8.469143048
452	8.467480974
453	8.46612267
454	8.465113051
455	8.463515773
456	8.461882549
457	8.460584467
458	8.458920218
459	8.456743388
460	8.454589422
461	8.453035367
462	8.451847215
463	8.449339743
464	8.447638957
465	8.446644919
466	8.444825784
467	8.443459769
468	8.442156261
469	8.440620094
470	8.43860439
471	8.437365422
472	8.436196671
473	8.434232323
474	8.431840278
475	8.430230051
476	8.428841286
477	8.42689189
478	8.425318408
479	8.423565415
480	8.422710073
481	8.421636045
482	8.420393725
483	8.418721169
484	8.417267782
485	8.415853102
486	8.414348754
487	8.413266399
488	8.412324574
489	8.410772035
490	8.40941467
491	8.408250115
492	8.406770963
493	8.405517633
494	8.404275015
495	8.402708533
496	8.400996384
497	8.39987459
498	8.398455556
499	8.396881587
500	8.395787117
501	8.394212048
502	8.392972324
503	8.392101106
504	8.391203525
505	8.390022692
506	8.389092503
507	8.387995959
508	8.386702083
509	8.385573555
510	8.384387067
511	8.383107633
512	8.382110247
513	8.381428485
514	8.379992734
515	8.378770875
516	8.377281258
517	8.376134557
518	8.375246538
519	8.374189222
520	8.372699083
521	8.371545853
522	8.370747571
523	8.369811296
524	8.3688155
525	8.367952593
526	8.366771318
527	8.365702845
528	8.364856134
529	8.363665752
530	8.362672467
531	8.361723373
532	8.360632072
533	8.359016151
534	8.358417457
535	8.357134982
536	8.355705748
537	8.35408202
538	8.353193203
539	8.352125221
540	8.350870621
541	8.349897826
542	8.348741705
543	8.347639443
544	8.346596443
545	8.345332337
546	8.34402911
547	8.343043739
548	8.341790009
549	8.340660092
550	8.339415552
551	8.33826639
552	8.337208636
553	8.336117812
554	8.334962242
555	8.33414858
556	8.332828664
557	8.331280243
558	8.330236975
559	8.329268917
560	8.328433984
561	8.327316506
562	8.326039034
563	8.325322827
564	8.324374725
565	8.323644035
566	8.322677185
567	8.321425119
568	8.320422437
569	8.318488897
570	8.317402699
571	8.316383694
572	8.315273003
573	8.314060836
574	8.31251735
575	8.311768273
576	8.310199968
577	8.308837928
578	8.307619868
579	8.306788164
580	8.305639675
581	8.304789676
582	8.303543041
583	8.302879132
584	8.301464033
585	8.299622968
586	8.298637448
587	8.297809771
588	8.296805735
589	8.295837846
590	8.294526606
591	8.293647948
592	8.292358973
593	8.291073041
594	8.290216301
595	8.289449318
596	8.288344349
597	8.287424507
598	8.286486851
599	8.285562573
600	8.284549587
601	8.283270044
602	8.282092526
603	8.2812843
604	8.280464211
605	8.279464979
606	8.278516925
607	8.277587071
608	8.276513422
609	8.27577086
610	8.274815151
611	8.274120465
612	8.27302701
613	8.272155753
614	8.271009497
615	8.269747747
616	8.26904003
617	8.268154614
618	8.267384938
619	8.26610949
620	8.265085502
621	8.26413373
622	8.26347397
623	8.26257997
624	8.261404214
625	8.260480296
626	8.259654704
627	8.25894531
628	8.257953687
629	8.257015273
630	8.25572693
631	8.254555072
632	8.253764086
633	8.252957197
634	8.251894927
635	8.250682294
636	8.24992535
637	8.248576585
638	8.247331303
639	8.246350831
640	8.245540244
641	8.244284811
642	8.24340441
643	8.242372637
644	8.241642613
645	8.240850457
646	8.23928705
647	8.238496364
648	8.237817689
649	8.236879805
650	8.236129465
651	8.235130407
652	8.234402168
653	8.232269043
654	8.231665191
655	8.230808098
656	8.229926303
657	8.229196605
658	8.228288329
659	8.227161176
660	8.226245112
661	8.225232866
662	8.224105593
663	8.223214027
664	8.222522797
665	8.221501555
666	8.220911743
667	8.220186707
668	8.218936247
669	8.217777772
670	8.216700133
671	8.21566864
672	8.214879446
673	8.214113903
674	8.213257597
675	8.212543693
676	8.21142785
677	8.210358112
678	8.209680415
679	8.208732707
680	8.208027064
681	8.207258556
682	8.206185354
683	8.205218842
684	8.204611221
685	8.203664976
686	8.202972386
687	8.202058575
688	8.201413104
689	8.200578001
690	8.199590041
691	8.198922446
692	8.198061427
693	8.197154291
694	8.196270171
695	8.195133634
696	8.194217442
697	8.193521638
698	8.192448592
699	8.191155495
700	8.190401402
701	8.189552118
702	8.188879537
703	8.187550063
704	8.186480695
705	8.185368518
706	8.184310959
707	8.183466348
708	8.18279576
709	8.181904697
710	8.180292121
711	8.179579791
712	8.178850297
713	8.177974086
714	8.177306946
715	8.176568725
716	8.175735888
717	8.174816868
718	8.174124399
719	8.173437905
720	8.172764646
721	8.171814329
722	8.170257223
723	8.169065658
724	8.168400238
725	8.167708051
726	8.166401189
727	8.165466269
728	8.164227018
729	8.163397815
730	8.162736336
731	8.161178964
732	8.160469082
733	8.159556756
734	8.158958834
735	8.158160709
736	8.156718823
737	8.155699703
738	8.154806199
739	8.154194893
740	8.153295799
741	8.15273453
742	8.151809746
743	8.151158753
744	8.149629978
745	8.148881547
746	8.148090802
747	8.147489217
748	8.146362058
749	8.14577741
750	8.144860137
751	8.144351563
752	8.143342668
753	8.142178256
754	8.141459388
755	8.140679427
756	8.139874963
757	8.139206624
758	8.138605737
759	8.13749338
760	8.136893486
761	8.135770721
762	8.135288061
763	8.134243909
764	8.132874346
765	8.132030421
766	8.131379875
767	8.130316902
768	8.128892224
769	8.128329348
770	8.127588503
771	8.126859343
772	8.125829925
773	8.124903603
774	8.124205909
775	8.123503155
776	8.122753556
777	8.121884648
778	8.120822744
779	8.120015409
780	8.119421793
781	8.11875783
782	8.117946725
783	8.117161509
784	8.116574851
785	8.115806857
786	8.115197652
787	8.113900914
788	8.113283226
789	8.112513247
790	8.111097293
791	8.110417267
792	8.109500331
793	8.108848315
794	8.108157541
795	8.107497528
796	8.106783773
797	8.10576795
798	8.104717636
799	8.104054369
800	8.103337949
801	8.102511727
802	8.10155403
803	8.100928516
804	8.100036812
805	8.099186957
806	8.098690967
807	8.098067996
808	8.097528963
809	8.096933104
810	8.096411729
811	8.095555287
812	8.094782108
813	8.094205647
814	8.093482508
815	8.092710096
816	8.092163753
817	8.091269254
818	8.090626913
819	8.090039582
820	8.08943786
821	8.088104848
822	8.087208228
823	8.086562186
824	8.085741886
825	8.085009102
826	8.084236564
827	8.08357147
828	8.082694725
829	8.0817879
830	8.08128157
831	8.08038073
832	8.079201988
833	8.078620912
834	8.0782802
835	8.077689063
836	8.076994765
837	8.076109362
838	8.07531993
839	8.074760534
840	8.073977708
841	8.073029704
842	8.072438737
843	8.071911159
844	8.070888484
845	8.070251438
846	8.069546066
847	8.068960494
848	8.068251929
849	8.067361328
850	8.066797436
851	8.0659284
852	8.065060278
853	8.064256207
854	8.063451527
855	8.062991466
856	8.061993566
857	8.061450804
858	8.060909165
859	8.060212035
860	8.059564534
861	8.05870935
862	8.057748446
863	8.057207776
864	8.056608197
865	8.055516576
866	8.054852777
867	8.054371167
868	8.0538987
869	8.052620605
870	8.051983935
871	8.051311761
872	8.050696849
873	8.049891642
874	8.049318613
875	8.048285943
876	8.047471979
877	8.046870326
878	8.046069132
879	8.044314042
880	8.043724839
881	8.043188326
882	8.042720215
883	8.042022728
884	8.041620669
885	8.04098099
886	8.040302162
887	8.039471196
888	8.038980244
889	8.038297151
890	8.037707942
891	8.037238746
892	8.036660346
893	8.036123405
894	8.035346982
895	8.03474912
896	8.034247583
897	8.033594536
898	8.033032731
899	8.032230534
900	8.031731296
901	8.031226564
902	8.030410399
903	8.029833084
904	8.029145784
905	8.028710494
906	8.028135996
907	8.02742366
908	8.026261052
909	8.025794339
910	8.02471185
911	8.023592409
912	8.022794507
913	8.022145038
914	8.021642187
915	8.020917716
916	8.019973832
917	8.019185088
918	8.018437528
919	8.017899417
920	8.017471489
921	8.016753858
922	8.016305323
923	8.015728452
924	8.015252958
925	8.014649289
926	8.013948131
927	8.013501774
928	8.012684279
929	8.01180344
930	8.011158168
931	8.010650438
932	8.010187177
933	8.009423294
934	8.008996745
935	8.00796326
936	8.00735281
937	8.006774846
938	8.006221544
939	8.005103937
940	8.004530374
941	8.004122758
942	8.003032291
943	8.002244717
944	8.001585923
945	8.001118171
946	8.000546712
947	7.999781422
948	7.999141836
949	7.998748293
950	7.998067117
951	7.996797354
952	7.996235821
953	7.995483565
954	7.994784694
955	7.994303882
956	7.99372922
957	7.993006764
958	7.992584927
959	7.991672767
960	7.991230001
961	7.990527229
962	7.990121517
963	7.988927571
964	7.988037421
965	7.987253913
966	7.986704812
967	7.986093904
968	7.985636206
969	7.985046926
970	7.984610411
971	7.98408002
972	7.98340684
973	7.982925609
974	7.982104521
975	7.981677437
976	7.981173844
977	7.980515795
978	7.979874235
979	7.979480844
980	7.978822436
981	7.978083881
982	7.977396936
983	7.976665773
984	7.976167804
985	7.975644357
986	7.975272051
987	7.974708658
988	7.973971526
989	7.97350429
990	7.973114646
991	7.972706478
992	7.972098413
993	7.971603417
994	7.970633007
995	7.969706864
996	7.969069147
997	7.968464578
998	7.967747927
999	7.96734476
1000	7.966675723
1001	7.965587719
1002	7.964707552
1003	7.963947659
1004	7.963534446
1005	7.963010116
1006	7.962336871
1007	7.961752253
1008	7.961121857
1009	7.960652075
1010	7.960025082
1011	7.95942835
1012	7.958903305
1013	7.958408386
1014	7.957888437
1015	7.957501845
1016	7.956976892
1017	7.956221829
1018	7.955653677
1019	7.95504949
1020	7.954368525
1021	7.953866407
1022	7.953476149
1023	7.952732782
1024	7.952068285
1025	7.951422712
1026	7.950969337
1027	7.950347732
1028	7.949650847
1029	7.949119693
1030	7.948523524
1031	7.947950553
1032	7.947342308
1033	7.946825286
1034	7.946336595
1035	7.945890109
1036	7.945500749
1037	7.945060073
1038	7.944410317
1039	7.943979377
1040	7.943525286
1041	7.942983796
1042	7.942468681
1043	7.94169989
1044	7.941235938
1045	7.940805964
1046	7.940264579
1047	7.939863894
1048	7.939373229
1049	7.938570183
1050	7.938176118
1051	7.937699719
1052	7.937176859
1053	7.936533965
1054	7.936110222
1055	7.935277702
1056	7.934934349
1057	7.934380866
1058	7.933988608
1059	7.933418703
1060	7.932857393
1061	7.932428447
1062	7.931947171
1063	7.931511952
1064	7.931088848
1065	7.930569976
1066	7.930208412
1067	7.929737095
1068	7.929121256
1069	7.928499251
1070	7.927824615
1071	7.927456235
1072	7.92694626
1073	7.926562237
1074	7.925979942
1075	7.925448338
1076	7.924910256
1077	7.924480185
1078	7.923795631
1079	7.92342644
1080	7.922816501
1081	7.922397046
1082	7.921779383
1083	7.921100911
1084	7.920728987
1085	7.920319926
1086	7.919689171
1087	7.919094749
1088	7.918279168
1089	7.917772068
1090	7.917355068
1091	7.916298303
1092	7.915715465
1093	7.915269723
1094	7.914753943
1095	7.914375735
1096	7.913831219
1097	7.913286689
1098	7.912745486
1099	7.912339521
1100	7.911780253
1101	7.911186154
1102	7.910774553
1103	7.91007774
1104	7.90962037
1105	7.909251353
1106	7.908938719
1107	7.908267974
1108	7.907898026
1109	7.907288364
1110	7.906765017
1111	7.9062348
1112	7.905757854
1113	7.905455273
1114	7.904936052
1115	7.904318046
1116	7.903484808
1117	7.902891567
1118	7.902422702
1119	7.902020933
1120	7.901328042
1121	7.900907428
1122	7.900324864
1123	7.89975181
1124	7.899238723
1125	7.898753929
1126	7.898410517
1127	7.897824272
1128	7.897324631
1129	7.896835117
1130	7.896279515
1131	7.895621569
1132	7.895218088
1133	7.894862593
1134	7.894587869
1135	7.89425779
1136	7.893770121
1137	7.893187438
1138	7.892555397
1139	7.892146129
1140	7.890993447
1141	7.890555288
1142	7.889933428
1143	7.889181572
1144	7.888764651
1145	7.888121535
1146	7.887690471
1147	7.887139932
1148	7.886786328
1149	7.886264999
1150	7.8856622
1151	7.885265663
1152	7.884870642
1153	7.884364783
1154	7.883702998
1155	7.883270908
1156	7.882655185
1157	7.882207679
1158	7.881419263
1159	7.880925116
1160	7.87989979
1161	7.87931763
1162	7.878682514
1163	7.87799038
1164	7.877591878
1165	7.87700473
1166	7.876754454
1167	7.876040062
1168	7.875592125
1169	7.875179614
1170	7.874767484
1171	7.87416925
1172	7.873781966
1173	7.873232845
1174	7.872650944
1175	7.872245677
1176	7.871573359
1177	7.870943015
1178	7.870365503
1179	7.870054296
1180	7.869316842
1181	7.868990589
1182	7.868432369
1183	7.867986397
1184	7.867423926
1185	7.867049383
1186	7.866733572
1187	7.866215594
1188	7.865746692
1189	7.86538137
1190	7.864887472
1191	7.864304366
1192	7.863970198
1193	7.863382378
1194	7.863126316
1195	7.862339496
1196	7.861805594
1197	7.861419262
1198	7.860885374
1199	7.860400016
