epoch,kfz_h val_MAE,kfz_h val_RMSE,lr-Adam,step,sv_h val_MAE,sv_h val_RMSE,train_loss_epoch,train_loss_step,v_kfz val_MAE,v_kfz val_RMSE,val_loss
,,,0.003,0,,,,,,,
0,,,,19,,,,311.40081787109375,,,
0,,,,39,,,,252.4029998779297,,,
0,,,,59,,,,205.5780792236328,,,
0,,,,79,,,,221.64894104003906,,,
0,,,,99,,,,216.91748046875,,,
0,,,,119,,,,183.29583740234375,,,
0,,,,139,,,,181.6150665283203,,,
0,,,,159,,,,177.63059997558594,,,
0,,,,179,,,,172.2852783203125,,,
0,,,,199,,,,180.6558074951172,,,
0,,,,219,,,,161.84054565429688,,,
0,,,,239,,,,164.14547729492188,,,
0,,,,259,,,,151.27334594726562,,,
0,,,,279,,,,150.93710327148438,,,
0,,,,299,,,,152.86279296875,,,
0,,,,319,,,,153.67276000976562,,,
0,,,,339,,,,140.57992553710938,,,
0,,,,359,,,,142.4781494140625,,,
0,,,,379,,,,128.65060424804688,,,
0,,,,399,,,,131.956298828125,,,
0,,,,419,,,,129.72726440429688,,,
0,,,,439,,,,124.18107604980469,,,
0,,,,459,,,,125.80442810058594,,,
0,,,,479,,,,120.92134094238281,,,
0,,,,499,,,,117.87865447998047,,,
0,,,,519,,,,112.26359558105469,,,
0,,,,539,,,,122.38615417480469,,,
0,,,,559,,,,125.43915557861328,,,
0,,,,579,,,,117.87772369384766,,,
0,,,,599,,,,129.32992553710938,,,
0,,,,619,,,,125.1288070678711,,,
0,,,,639,,,,114.92725372314453,,,
0,,,,659,,,,119.84234619140625,,,
0,,,,679,,,,110.19078063964844,,,
0,,,,699,,,,115.06455993652344,,,
0,,,,719,,,,116.80633544921875,,,
0,,,,739,,,,129.22332763671875,,,
0,,,,759,,,,110.4439697265625,,,
0,,,,779,,,,103.87738800048828,,,
0,,,,799,,,,102.97785186767578,,,
0,154.50375366210938,231.86752319335938,,812,32.912628173828125,48.569271087646484,,,6.28081750869751,9.610173225402832,127.8509521484375
0,,,,812,,,155.14219665527344,,,,
,,,0.003,813,,,,,,,
1,,,,819,,,,102.1286392211914,,,
1,,,,839,,,,105.5775146484375,,,
1,,,,859,,,,113.83164978027344,,,
1,,,,879,,,,100.2395248413086,,,
1,,,,899,,,,117.68650817871094,,,
1,,,,919,,,,122.32083129882812,,,
1,,,,939,,,,116.90107727050781,,,
1,,,,959,,,,110.43690490722656,,,
1,,,,979,,,,113.00255584716797,,,
1,,,,999,,,,110.29127502441406,,,
1,,,,1019,,,,102.81097412109375,,,
1,,,,1039,,,,107.41355895996094,,,
1,,,,1059,,,,134.06375122070312,,,
1,,,,1079,,,,105.2993392944336,,,
1,,,,1099,,,,101.65231323242188,,,
1,,,,1119,,,,99.07451629638672,,,
1,,,,1139,,,,105.52686309814453,,,
1,,,,1159,,,,104.45948791503906,,,
1,,,,1179,,,,98.0793228149414,,,
1,,,,1199,,,,110.36154174804688,,,
1,,,,1219,,,,97.36882019042969,,,
1,,,,1239,,,,106.72014617919922,,,
1,,,,1259,,,,103.26911163330078,,,
1,,,,1279,,,,101.07283782958984,,,
1,,,,1299,,,,114.74200439453125,,,
1,,,,1319,,,,93.3034896850586,,,
1,,,,1339,,,,101.52593231201172,,,
1,,,,1359,,,,100.89903259277344,,,
1,,,,1379,,,,103.69092559814453,,,
1,,,,1399,,,,104.7845458984375,,,
1,,,,1419,,,,96.4363021850586,,,
1,,,,1439,,,,103.45001220703125,,,
1,,,,1459,,,,103.75630187988281,,,
1,,,,1479,,,,98.98109436035156,,,
1,,,,1499,,,,119.24333953857422,,,
1,,,,1519,,,,100.1534652709961,,,
1,,,,1539,,,,100.48355102539062,,,
1,,,,1559,,,,100.48771667480469,,,
1,,,,1579,,,,96.81671142578125,,,
1,,,,1599,,,,89.0348892211914,,,
1,,,,1619,,,,91.4616470336914,,,
